Category,Experiment,Model,Model_Status,Feature_Count,Threshold,Evaluation_Protocol,Dataset_Split,Metric,Value,Unit,Notes
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #08: n_est=150, depth=8, split=4, leaf=2, feat=0.5, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6478,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #08: n_est=150, depth=8, split=4, leaf=2, feat=0.5, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5566,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #08: n_est=150, depth=8, split=4, leaf=2, feat=0.5, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2574,coefficient,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #09: n_est=150, depth=8, split=4, leaf=2, feat=sqrt, wt=balanced",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6894,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #09: n_est=150, depth=8, split=4, leaf=2, feat=sqrt, wt=balanced",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6544,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #09: n_est=150, depth=8, split=4, leaf=2, feat=sqrt, wt=balanced",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5604,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #09: n_est=150, depth=8, split=4, leaf=2, feat=sqrt, wt=balanced",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2791,coefficient,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #10: n_est=200, depth=6, split=4, leaf=3, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6979,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #10: n_est=200, depth=6, split=4, leaf=3, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6593,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #10: n_est=200, depth=6, split=4, leaf=3, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5568,score,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"RF Tuning #10: n_est=200, depth=6, split=4, leaf=3, feat=sqrt, wt=None",RandomForestClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2796,coefficient,Hyperparameter search candidate for Random Forest on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #01: n_est=60, depth=3, lr=0.05, sub=0.8, col=0.8, reg_a=0.1, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6991,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #01: n_est=60, depth=3, lr=0.05, sub=0.8, col=0.8, reg_a=0.1, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6581,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #01: n_est=60, depth=3, lr=0.05, sub=0.8, col=0.8, reg_a=0.1, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5627,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #01: n_est=60, depth=3, lr=0.05, sub=0.8, col=0.8, reg_a=0.1, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2671,coefficient,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #02: n_est=80, depth=3, lr=0.05, sub=0.8, col=0.8, reg_a=0.1, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6982,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #02: n_est=80, depth=3, lr=0.05, sub=0.8, col=0.8, reg_a=0.1, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6572,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #02: n_est=80, depth=3, lr=0.05, sub=0.8, col=0.8, reg_a=0.1, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5668,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #02: n_est=80, depth=3, lr=0.05, sub=0.8, col=0.8, reg_a=0.1, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2763,coefficient,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #03: n_est=100, depth=4, lr=0.05, sub=0.8, col=0.8, reg_a=0.5, reg_l=1.5",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6907,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #03: n_est=100, depth=4, lr=0.05, sub=0.8, col=0.8, reg_a=0.5, reg_l=1.5",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6516,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #03: n_est=100, depth=4, lr=0.05, sub=0.8, col=0.8, reg_a=0.5, reg_l=1.5",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5665,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #03: n_est=100, depth=4, lr=0.05, sub=0.8, col=0.8, reg_a=0.5, reg_l=1.5",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2638,coefficient,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #04: n_est=100, depth=5, lr=0.08, sub=1.0, col=1.0, reg_a=0.0, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6758,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #04: n_est=100, depth=5, lr=0.08, sub=1.0, col=1.0, reg_a=0.0, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6395,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #04: n_est=100, depth=5, lr=0.08, sub=1.0, col=1.0, reg_a=0.0, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5627,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #04: n_est=100, depth=5, lr=0.08, sub=1.0, col=1.0, reg_a=0.0, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2572,coefficient,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #05: n_est=120, depth=4, lr=0.04, sub=0.8, col=0.7, reg_a=0.5, reg_l=2.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6933,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #05: n_est=120, depth=4, lr=0.04, sub=0.8, col=0.7, reg_a=0.5, reg_l=2.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6546,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #05: n_est=120, depth=4, lr=0.04, sub=0.8, col=0.7, reg_a=0.5, reg_l=2.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5606,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #05: n_est=120, depth=4, lr=0.04, sub=0.8, col=0.7, reg_a=0.5, reg_l=2.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2523,coefficient,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #06: n_est=150, depth=3, lr=0.03, sub=0.8, col=0.8, reg_a=0.2, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.6991,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #06: n_est=150, depth=3, lr=0.03, sub=0.8, col=0.8, reg_a=0.2, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6582,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #06: n_est=150, depth=3, lr=0.03, sub=0.8, col=0.8, reg_a=0.2, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.563,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #06: n_est=150, depth=3, lr=0.03, sub=0.8, col=0.8, reg_a=0.2, reg_l=1.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2664,coefficient,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #07: n_est=100, depth=3, lr=0.05, sub=0.7, col=0.7, reg_a=1.0, reg_l=3.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_PR_AUC_Mean,0.697,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #07: n_est=100, depth=3, lr=0.05, sub=0.7, col=0.7, reg_a=1.0, reg_l=3.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_ROC_AUC_Mean,0.6593,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #07: n_est=100, depth=3, lr=0.05, sub=0.7, col=0.7, reg_a=1.0, reg_l=3.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_F1_Mean,0.5722,score,Hyperparameter search candidate for XGBoost on 14 features
12. EXPERIMENT / ABLATION RESULTS,"XGB Tuning #07: n_est=100, depth=3, lr=0.05, sub=0.7, col=0.7, reg_a=1.0, reg_l=3.0",XGBoostClassifier,Tuning Candidate,14,0.5,5-Fold Graph-Aware Edge CV,Training Split (G_train),CV_MCC_Mean,0.2728,coefficient,Hyperparameter search candidate for XGBoost on 14 features
